date,tickers
2014-06-01,GAZP;SBER;SBERP;LKOH;MGNT;SNGS;SNGSP;NVTK;ROSN;GMKN;MTSS;VTBR;TATN;TATNP;AFKS;TRNFP;URKA;BANE;BANEP;MFON;RTKM;RTKMP;POLY;ALRS;HYDR;MOEX;CHMF;NLMK;PHOR;VSMO;EONR;AFLT;TRMK;RUALR;LSRG;FEES;IRAO;MVID;PIKK;RSTI;GCHE;DIXY;MSTT;MAGN;NKNC;NKNCP;PHST;NMTP;MTLR;MTLRP;SVAV;KAZT;BSPB;MSRS;AKRN;TGKA;OGKB;MSNG;PRTK;AVAZ;AVAZP;TAER;OGKE;VZRZ;TRCN;WTCM;IRGZ;SYNG;CHZN;RASP;KMAZ;VTGK;TGKI;MRKC;HALS;GAZA;KZOS;TGKD;FESH;MRKP;UNAC;MFGSP;LSNG;LSNGP;ARMD;VRAO;UTAR;VRPH;MSSB;MRKU;MRKV;RBCM;LNZL;TGKE;TGKF;GRAZ;APTK;ISKJ;BLNG
2014-06-02,GAZP;SBER;SBERP;LKOH;MGNT;SNGS;SNGSP;NVTK;ROSN;GMKN;MTSS;VTBR;TATN;TATNP;AFKS;TRNFP;URKA;BANE;BANEP;MFON;RTKM;RTKMP;POLY;ALRS;HYDR;MOEX;CHMF;NLMK;PHOR;VSMO;EONR;AFLT;TRMK;RUALR;LSRG;FEES;IRAO;MVID;PIKK;RSTI;GCHE;DIXY;MSTT;MAGN;NKNC;NKNCP;PHST;NMTP;MTLR;MTLRP;SVAV;KAZT;BSPB;MSRS;AKRN;TGKA;OGKB;MSNG;PRTK;AVAZ;AVAZP;TAER;OGKE;VZRZ;TRCN;WTCM;IRGZ;SYNG;CHZN;RASP;KMAZ;VTGK;TGKI;MRKC;HALS;GAZA;KZOS;TGKD;FESH;MRKP;UNAC;MFGSP;LSNG;LSNGP;ARMD;VRAO;UTAR;VRPH;MSSB;MRKU;MRKV;RBCM;LNZL;TGKE;TGKF;GRAZ;APTK;ISKJ;BLNG
2014-06-03,GAZP;SBER;SBERP;LKOH;MGNT;SNGS;SNGSP;NVTK;ROSN;GMKN;MTSS;VTBR;TATN;TATNP;AFKS;TRNFP;URKA;BANE;BANEP;MFON;RTKM;RTKMP;POLY;ALRS;HYDR;MOEX;CHMF;NLMK;PHOR;VSMO;EONR;AFLT;TRMK;RUALR;LSRG;FEES;IRAO;MVID;PIKK;RSTI;GCHE;DIXY;MSTT;MAGN;NKNC;NKNCP;PHST;NMTP;MTLR;MTLRP;SVAV;KAZT;BSPB;MSRS;AKRN;TGKA;OGKB;MSNG;PRTK;AVAZ;AVAZP;TAER;OGKE;VZRZ;TRCN;WTCM;IRGZ;SYNG;CHZN;RASP;KMAZ;VTGK;TGKI;MRKC;HALS;GAZA;KZOS;TGKD;FESH;MRKP;UNAC;MFGSP;LSNG;LSNGP;ARMD;VRAO;UTAR;VRPH;MSSB;MRKU;MRKV;RBCM;LNZL;TGKE;TGKF;GRAZ;APTK;ISKJ;BLNG
2014-06-04,GAZP;SBER;SBERP;LKOH;MGNT;SNGS;SNGSP;NVTK;ROSN;GMKN;MTSS;VTBR;TATN;TATNP;AFKS;TRNFP;URKA;BANE;BANEP;MFON;RTKM;RTKMP;POLY;ALRS;HYDR;MOEX;CHMF;NLMK;PHOR;VSMO;EONR;AFLT;TRMK;RUALR;LSRG;FEES;IRAO;MVID;PIKK;RSTI;GCHE;DIXY;MSTT;MAGN;NKNC;NKNCP;PHST;NMTP;MTLR;MTLRP;SVAV;KAZT;BSPB;MSRS;AKRN;TGKA;OGKB;MSNG;PRTK;AVAZ;AVAZP;TAER;OGKE;VZRZ;TRCN;WTCM;IRGZ;SYNG;CHZN;RASP;KMAZ;VTGK;TGKI;MRKC;HALS;GAZA;KZOS;TGKD;FESH;MRKP;UNAC;MFGSP;LSNG;LSNGP;ARMD;VRAO;UTAR;VRPH;MSSB;MRKU;MRKV;RBCM;LNZL;TGKE;TGKF;GRAZ;APTK;ISKJ;BLNG
2014-06-05,GAZP;SBER;SBERP;LKOH;MGNT;SNGS;SNGSP;NVTK;ROSN;GMKN;MTSS;VTBR;TATN;TATNP;AFKS;TRNFP;URKA;BANE;BANEP;MFON;RTKM;RTKMP;POLY;ALRS;HYDR;MOEX;CHMF;NLMK;PHOR;VSMO;EONR;AFLT;TRMK;RUALR;LSRG;FEES;IRAO;MVID;PIKK;RSTI;GCHE;DIXY;MSTT;MAGN;NKNC;NKNCP;PHST;NMTP;MTLR;MTLRP;SVAV;KAZT;BSPB;MSRS;AKRN;TGKA;OGKB;MSNG;PRTK;AVAZ;AVAZP;TAER;OGKE;VZRZ;TRCN;WTCM;IRGZ;SYNG;CHZN;RASP;KMAZ;VTGK;TGKI;MRKC;HALS;GAZA;KZOS;TGKD;FESH;MRKP;UNAC;MFGSP;LSNG;LSNGP;ARMD;VRAO;UTAR;VRPH;MSSB;MRKU;MRKV;RBCM;LNZL;TGKE;TGKF;GRAZ;APTK;ISKJ;BLNG
2014-06-06,GAZP;SBER;SBERP;LKOH;MGNT;SNGS;SNGSP;NVTK;ROSN;GMKN;MTSS;VTBR;TATN;TATNP;AFKS;TRNFP;URKA;BANE;BANEP;MFON;RTKM;RTKMP;POLY;ALRS;HYDR;MOEX;CHMF;NLMK;PHOR;VSMO;EONR;AFLT;TRMK;RUALR;LSRG;FEES;IRAO;MVID;PIKK;RSTI;GCHE;DIXY;MSTT;MAGN;NKNC;NKNCP;PHST;NMTP;MTLR;MTLRP;SVAV;KAZT;BSPB;MSRS;AKRN;TGKA;OGKB;MSNG;PRTK;AVAZ;AVAZP;TAER;OGKE;VZRZ;TRCN;WTCM;IRGZ;SYNG;CHZN;RASP;KMAZ;VTGK;TGKI;MRKC;HALS;GAZA;KZOS;TGKD;FESH;MRKP;UNAC;MFGSP;LSNG;LSNGP;ARMD;VRAO;UTAR;VRPH;MSSB;MRKU;MRKV;RBCM;LNZL;TGKE;TGKF;GRAZ;APTK;ISKJ;BLNG
2014-06-07,GAZP;SBER;SBERP;LKOH;MGNT;SNGS;SNGSP;NVTK;ROSN;GMKN;MTSS;VTBR;TATN;TATNP;AFKS;TRNFP;URKA;BANE;BANEP;MFON;RTKM;RTKMP;POLY;ALRS;HYDR;MOEX;CHMF;NLMK;PHOR;VSMO;EONR;AFLT;TRMK;RUALR;LSRG;FEES;IRAO;MVID;PIKK;RSTI;GCHE;DIXY;MSTT;MAGN;NKNC;NKNCP;PHST;NMTP;MTLR;MTLRP;SVAV;KAZT;BSPB;MSRS;AKRN;TGKA;OGKB;MSNG;PRTK;AVAZ;AVAZP;TAER;OGKE;VZRZ;TRCN;WTCM;IRGZ;SYNG;CHZN;RASP;KMAZ;VTGK;TGKI;MRKC;HALS;GAZA;KZOS;TGKD;FESH;MRKP;UNAC;MFGSP;LSNG;LSNGP;ARMD;VRAO;UTAR;VRPH;MSSB;MRKU;MRKV;RBCM;LNZL;TGKE;TGKF;GRAZ;APTK;ISKJ;BLNG
2014-06-08,GAZP;SBER;SBERP;LKOH;MGNT;SNGS;SNGSP;NVTK;ROSN;GMKN;MTSS;VTBR;TATN;TATNP;AFKS;TRNFP;URKA;BANE;BANEP;MFON;RTKM;RTKMP;POLY;ALRS;HYDR;MOEX;CHMF;NLMK;PHOR;VSMO;EONR;AFLT;TRMK;RUALR;LSRG;FEES;IRAO;MVID;PIKK;RSTI;GCHE;DIXY;MSTT;MAGN;NKNC;NKNCP;PHST;NMTP;MTLR;MTLRP;SVAV;KAZT;BSPB;MSRS;AKRN;TGKA;OGKB;MSNG;PRTK;AVAZ;AVAZP;TAER;OGKE;VZRZ;TRCN;WTCM;IRGZ;SYNG;CHZN;RASP;KMAZ;VTGK;TGKI;MRKC;HALS;GAZA;KZOS;TGKD;FESH;MRKP;UNAC;MFGSP;LSNG;LSNGP;ARMD;VRAO;UTAR;VRPH;MSSB;MRKU;MRKV;RBCM;LNZL;TGKE;TGKF;GRAZ;APTK;ISKJ;BLNG
2014-06-09,GAZP;SBER;SBERP;LKOH;MGNT;SNGS;SNGSP;NVTK;ROSN;GMKN;MTSS;VTBR;TATN;TATNP;AFKS;TRNFP;URKA;BANE;BANEP;MFON;RTKM;RTKMP;POLY;ALRS;HYDR;MOEX;CHMF;NLMK;PHOR;VSMO;EONR;AFLT;TRMK;RUALR;LSRG;FEES;IRAO;MVID;PIKK;RSTI;GCHE;DIXY;MSTT;MAGN;NKNC;NKNCP;PHST;NMTP;MTLR;MTLRP;SVAV;KAZT;BSPB;MSRS;AKRN;TGKA;OGKB;MSNG;PRTK;AVAZ;AVAZP;TAER;OGKE;VZRZ;TRCN;WTCM;IRGZ;SYNG;CHZN;RASP;KMAZ;VTGK;TGKI;MRKC;HALS;GAZA;KZOS;TGKD;FESH;MRKP;UNAC;MFGSP;LSNG;LSNGP;ARMD;VRAO;UTAR;VRPH;MSSB;MRKU;MRKV;RBCM;LNZL;TGKE;TGKF;GRAZ;APTK;ISKJ;BLNG
2014-06-10,GAZP;SBER;SBERP;LKOH;MGNT;SNGS;SNGSP;NVTK;ROSN;GMKN;MTSS;VTBR;TATN;TATNP;AFKS;TRNFP;URKA;BANE;BANEP;MFON;RTKM;RTKMP;POLY;ALRS;HYDR;MOEX;CHMF;NLMK;PHOR;VSMO;EONR;AFLT;TRMK;RUALR;LSRG;FEES;IRAO;MVID;PIKK;RSTI;GCHE;DIXY;MSTT;MAGN;NKNC;NKNCP;PHST;NMTP;MTLR;MTLRP;SVAV;KAZT;BSPB;MSRS;AKRN;TGKA;OGKB;MSNG;PRTK;AVAZ;AVAZP;TAER;OGKE;VZRZ;TRCN;WTCM;IRGZ;SYNG;CHZN;RASP;KMAZ;VTGK;TGKI;MRKC;HALS;GAZA;KZOS;TGKD;FESH;MRKP;UNAC;MFGSP;LSNG;LSNGP;ARMD;VRAO;UTAR;VRPH;MSSB;MRKU;MRKV;RBCM;LNZL;TGKE;TGKF;GRAZ;APTK;ISKJ;BLNG
2014-06-11,GAZP;SBER;SBERP;LKOH;MGNT;SNGS;SNGSP;NVTK;ROSN;GMKN;MTSS;VTBR;TATN;TATNP;AFKS;TRNFP;URKA;BANE;BANEP;MFON;RTKM;RTKMP;POLY;ALRS;HYDR;MOEX;CHMF;NLMK;PHOR;VSMO;EONR;AFLT;TRMK;RUALR;LSRG;FEES;IRAO;MVID;PIKK;RSTI;GCHE;DIXY;MSTT;MAGN;NKNC;NKNCP;PHST;NMTP;MTLR;MTLRP;SVAV;KAZT;BSPB;MSRS;AKRN;TGKA;OGKB;MSNG;PRTK;AVAZ;AVAZP;TAER;OGKE;VZRZ;TRCN;WTCM;IRGZ;SYNG;CHZN;RASP;KMAZ;VTGK;TGKI;MRKC;HALS;GAZA;KZOS;TGKD;FESH;MRKP;UNAC;MFGSP;LSNG;LSNGP;ARMD;VRAO;UTAR;VRPH;MSSB;MRKU;MRKV;RBCM;LNZL;TGKE;TGKF;GRAZ;APTK;ISKJ;BLNG
2014-06-12,GAZP;SBER;SBERP;LKOH;MGNT;SNGS;SNGSP;NVTK;ROSN;GMKN;MTSS;VTBR;TATN;TATNP;AFKS;TRNFP;URKA;BANE;BANEP;MFON;RTKM;RTKMP;POLY;ALRS;HYDR;MOEX;CHMF;NLMK;PHOR;VSMO;EONR;AFLT;TRMK;RUALR;LSRG;FEES;IRAO;MVID;PIKK;RSTI;GCHE;DIXY;MSTT;MAGN;NKNC;NKNCP;PHST;NMTP;MTLR;MTLRP;SVAV;KAZT;BSPB;MSRS;AKRN;TGKA;OGKB;MSNG;PRTK;AVAZ;AVAZP;TAER;OGKE;VZRZ;TRCN;WTCM;IRGZ;SYNG;CHZN;RASP;KMAZ;VTGK;TGKI;MRKC;HALS;GAZA;KZOS;TGKD;FESH;MRKP;UNAC;MFGSP;LSNG;LSNGP;ARMD;VRAO;UTAR;VRPH;MSSB;MRKU;MRKV;RBCM;LNZL;TGKE;TGKF;GRAZ;APTK;ISKJ;BLNG
2014-06-13,GAZP;SBER;SBERP;LKOH;MGNT;SNGS;SNGSP;NVTK;ROSN;GMKN;MTSS;VTBR;TATN;TATNP;AFKS;TRNFP;URKA;BANE;BANEP;MFON;RTKM;RTKMP;POLY;ALRS;HYDR;MOEX;CHMF;NLMK;PHOR;VSMO;EONR;AFLT;TRMK;RUALR;LSRG;FEES;IRAO;MVID;PIKK;RSTI;GCHE;DIXY;MSTT;MAGN;NKNC;NKNCP;PHST;NMTP;MTLR;MTLRP;SVAV;KAZT;BSPB;MSRS;AKRN;TGKA;OGKB;MSNG;PRTK;AVAZ;AVAZP;TAER;OGKE;VZRZ;TRCN;WTCM;IRGZ;SYNG;CHZN;RASP;KMAZ;VTGK;TGKI;MRKC;HALS;GAZA;KZOS;TGKD;FESH;MRKP;UNAC;MFGSP;LSNG;LSNGP;ARMD;VRAO;UTAR;VRPH;MSSB;MRKU;MRKV;RBCM;LNZL;TGKE;TGKF;GRAZ;APTK;ISKJ;BLNG
2014-06-14,GAZP;SBER;SBERP;LKOH;MGNT;SNGS;SNGSP;NVTK;ROSN;GMKN;MTSS;VTBR;TATN;TATNP;AFKS;TRNFP;URKA;BANE;BANEP;MFON;RTKM;RTKMP;POLY;ALRS;HYDR;MOEX;CHMF;NLMK;PHOR;VSMO;EONR;AFLT;TRMK;RUALR;LSRG;FEES;IRAO;MVID;PIKK;RSTI;GCHE;DIXY;MSTT;MAGN;NKNC;NKNCP;PHST;NMTP;MTLR;MTLRP;SVAV;KAZT;BSPB;MSRS;AKRN;TGKA;OGKB;MSNG;PRTK;AVAZ;AVAZP;TAER;OGKE;VZRZ;TRCN;WTCM;IRGZ;SYNG;CHZN;RASP;KMAZ;VTGK;TGKI;MRKC;HALS;GAZA;KZOS;TGKD;FESH;MRKP;UNAC;MFGSP;LSNG;LSNGP;ARMD;VRAO;UTAR;VRPH;MSSB;MRKU;MRKV;RBCM;LNZL;TGKE;TGKF;GRAZ;APTK;ISKJ;BLNG
2014-06-15,GAZP;SBER;SBERP;LKOH;MGNT;SNGS;SNGSP;NVTK;ROSN;GMKN;MTSS;VTBR;TATN;TATNP;AFKS;TRNFP;URKA;BANE;BANEP;MFON;RTKM;RTKMP;POLY;ALRS;HYDR;MOEX;CHMF;NLMK;PHOR;VSMO;EONR;AFLT;TRMK;RUALR;LSRG;FEES;IRAO;MVID;PIKK;RSTI;GCHE;DIXY;MSTT;MAGN;NKNC;NKNCP;PHST;NMTP;MTLR;MTLRP;SVAV;KAZT;BSPB;MSRS;AKRN;TGKA;OGKB;MSNG;PRTK;AVAZ;AVAZP;TAER;OGKE;VZRZ;TRCN;WTCM;IRGZ;SYNG;CHZN;RASP;KMAZ;VTGK;TGKI;MRKC;HALS;GAZA;KZOS;TGKD;FESH;MRKP;UNAC;MFGSP;LSNG;LSNGP;ARMD;VRAO;UTAR;VRPH;MSSB;MRKU;MRKV;RBCM;LNZL;TGKE;TGKF;GRAZ;APTK;ISKJ;BLNG
2014-06-16,GAZP;SBER;SBERP;LKOH;MGNT;SNGS;SNGSP;NVTK;ROSN;GMKN;MTSS;VTBR;TATN;TATNP;AFKS;TRNFP;URKA;BANE;BANEP;MFON;RTKM;RTKMP;POLY;ALRS;HYDR;MOEX;CHMF;NLMK;PHOR;VSMO;EONR;AFLT;TRMK;RUALR;LSRG;FEES;IRAO;MVID;PIKK;RSTI;GCHE;DIXY;MSTT;MAGN;NKNC;NKNCP;PHST;NMTP;MTLR;MTLRP;SVAV;KAZT;BSPB;MSRS;AKRN;TGKA;OGKB;MSNG;PRTK;AVAZ;AVAZP;TAER;OGKE;VZRZ;TRCN;WTCM;IRGZ;SYNG;CHZN;RASP;KMAZ;VTGK;TGKI;MRKC;HALS;GAZA;KZOS;TGKD;FESH;MRKP;UNAC;MFGSP;LSNG;LSNGP;ARMD;VRAO;UTAR;VRPH;MSSB;MRKU;MRKV;RBCM;LNZL;TGKE;TGKF;GRAZ;APTK;ISKJ;BLNG
2014-06-17,GAZP;LKOH;SBER;SBERP;MGNT;SNGS;SNGSP;GMKN;NVTK;ROSN;MTSS;VTBR;TATN;TATNP;AFKS;TRNFP;URKA;MFON;BANE;BANEP;HYDR;ALRS;RTKM;RTKMP;POLY;MOEX;CHMF;NLMK;EONR;PHOR;RUALR;TRMK;LSRG;PIKK;AFLT;MVID;IRAO;DIXY;FEES;GCHE;RSTI;RSTIP;MAGN;MSTT;PHST;VSMO;MTLR;MTLRP;AKRN;NKNC;NKNCP;BSPB;NMTP;SVAV;MSRS;TGKA;OGKB;TAER;MSNG;PRTK;AVAZ;AVAZP;OGKE;VZRZ;IRGZ;SYNG;VTGK;TGKD;RASP;KMAZ;TGKI;MRKC;HALS;MRKP;GAZA;FESH;LSNG;LSNGP;UNAC;MFGSP;VRPH;MSSB;UTAR;CHZN;VRAO;KOGK;LNZL;LNZLP;MRKU;ARMD;KBTK;MRKV;RBCM;MRKY;TGKE;GRAZ;TGKF;APTK;ISKJ;BLNG
2014-06-18,GAZP;LKOH;SBER;SBERP;MGNT;SNGS;SNGSP;GMKN;NVTK;ROSN;MTSS;VTBR;TATN;TATNP;AFKS;TRNFP;URKA;MFON;BANE;BANEP;HYDR;ALRS;RTKM;RTKMP;POLY;MOEX;CHMF;NLMK;EONR;PHOR;RUALR;TRMK;LSRG;PIKK;AFLT;MVID;IRAO;DIXY;FEES;GCHE;RSTI;RSTIP;MAGN;MSTT;PHST;VSMO;MTLR;MTLRP;AKRN;NKNC;NKNCP;BSPB;NMTP;SVAV;MSRS;TGKA;OGKB;TAER;MSNG;PRTK;AVAZ;AVAZP;OGKE;VZRZ;IRGZ;SYNG;VTGK;TGKD;RASP;KMAZ;TGKI;MRKC;HALS;MRKP;GAZA;FESH;LSNG;LSNGP;UNAC;MFGSP;VRPH;MSSB;UTAR;CHZN;VRAO;KOGK;LNZL;LNZLP;MRKU;ARMD;KBTK;MRKV;RBCM;MRKY;TGKE;GRAZ;TGKF;APTK;ISKJ;BLNG
2014-06-19,GAZP;LKOH;SBER;SBERP;MGNT;SNGS;SNGSP;GMKN;NVTK;ROSN;MTSS;VTBR;TATN;TATNP;AFKS;TRNFP;URKA;MFON;BANE;BANEP;HYDR;ALRS;RTKM;RTKMP;POLY;MOEX;CHMF;NLMK;EONR;PHOR;RUALR;TRMK;LSRG;PIKK;AFLT;MVID;IRAO;DIXY;FEES;GCHE;RSTI;RSTIP;MAGN;MSTT;PHST;VSMO;MTLR;MTLRP;AKRN;NKNC;NKNCP;BSPB;NMTP;SVAV;MSRS;TGKA;OGKB;TAER;MSNG;PRTK;AVAZ;AVAZP;OGKE;VZRZ;IRGZ;SYNG;VTGK;TGKD;RASP;KMAZ;TGKI;MRKC;HALS;MRKP;GAZA;FESH;LSNG;LSNGP;UNAC;MFGSP;VRPH;MSSB;UTAR;CHZN;VRAO;KOGK;LNZL;LNZLP;MRKU;ARMD;KBTK;MRKV;RBCM;MRKY;TGKE;GRAZ;TGKF;APTK;ISKJ;BLNG
2014-06-20,GAZP;LKOH;SBER;SBERP;MGNT;SNGS;SNGSP;GMKN;NVTK;ROSN;MTSS;VTBR;TATN;TATNP;AFKS;TRNFP;URKA;MFON;BANE;BANEP;HYDR;ALRS;RTKM;RTKMP;POLY;MOEX;CHMF;NLMK;EONR;PHOR;RUALR;TRMK;LSRG;PIKK;AFLT;MVID;IRAO;DIXY;FEES;GCHE;RSTI;RSTIP;MAGN;MSTT;PHST;VSMO;MTLR;MTLRP;AKRN;NKNC;NKNCP;BSPB;NMTP;SVAV;MSRS;TGKA;OGKB;TAER;MSNG;PRTK;AVAZ;AVAZP;OGKE;VZRZ;IRGZ;SYNG;VTGK;TGKD;RASP;KMAZ;TGKI;MRKC;HALS;MRKP;GAZA;FESH;LSNG;LSNGP;UNAC;MFGSP;VRPH;MSSB;UTAR;CHZN;VRAO;KOGK;LNZL;LNZLP;MRKU;ARMD;KBTK;MRKV;RBCM;MRKY;TGKE;GRAZ;TGKF;APTK;ISKJ;BLNG
2014-06-21,GAZP;LKOH;SBER;SBERP;MGNT;SNGS;SNGSP;GMKN;NVTK;ROSN;MTSS;VTBR;TATN;TATNP;AFKS;TRNFP;URKA;MFON;BANE;BANEP;HYDR;ALRS;RTKM;RTKMP;POLY;MOEX;CHMF;NLMK;EONR;PHOR;RUALR;TRMK;LSRG;PIKK;AFLT;MVID;IRAO;DIXY;FEES;GCHE;RSTI;RSTIP;MAGN;MSTT;PHST;VSMO;MTLR;MTLRP;AKRN;NKNC;NKNCP;BSPB;NMTP;SVAV;MSRS;TGKA;OGKB;TAER;MSNG;PRTK;AVAZ;AVAZP;OGKE;VZRZ;IRGZ;SYNG;VTGK;TGKD;RASP;KMAZ;TGKI;MRKC;HALS;MRKP;GAZA;FESH;LSNG;LSNGP;UNAC;MFGSP;VRPH;MSSB;UTAR;CHZN;VRAO;KOGK;LNZL;LNZLP;MRKU;ARMD;KBTK;MRKV;RBCM;MRKY;TGKE;GRAZ;TGKF;APTK;ISKJ;BLNG
2014-06-22,GAZP;LKOH;SBER;SBERP;MGNT;SNGS;SNGSP;GMKN;NVTK;ROSN;MTSS;VTBR;TATN;TATNP;AFKS;TRNFP;URKA;MFON;BANE;BANEP;HYDR;ALRS;RTKM;RTKMP;POLY;MOEX;CHMF;NLMK;EONR;PHOR;RUALR;TRMK;LSRG;PIKK;AFLT;MVID;IRAO;DIXY;FEES;GCHE;RSTI;RSTIP;MAGN;MSTT;PHST;VSMO;MTLR;MTLRP;AKRN;NKNC;NKNCP;BSPB;NMTP;SVAV;MSRS;TGKA;OGKB;TAER;MSNG;PRTK;AVAZ;AVAZP;OGKE;VZRZ;IRGZ;SYNG;VTGK;TGKD;RASP;KMAZ;TGKI;MRKC;HALS;MRKP;GAZA;FESH;LSNG;LSNGP;UNAC;MFGSP;VRPH;MSSB;UTAR;CHZN;VRAO;KOGK;LNZL;LNZLP;MRKU;ARMD;KBTK;MRKV;RBCM;MRKY;TGKE;GRAZ;TGKF;APTK;ISKJ;BLNG
2014-06-23,GAZP;LKOH;SBER;SBERP;MGNT;SNGS;SNGSP;GMKN;NVTK;ROSN;MTSS;VTBR;TATN;TATNP;AFKS;TRNFP;URKA;MFON;BANE;BANEP;HYDR;ALRS;RTKM;RTKMP;POLY;MOEX;CHMF;NLMK;EONR;PHOR;RUALR;TRMK;LSRG;PIKK;AFLT;MVID;IRAO;DIXY;FEES;GCHE;RSTI;RSTIP;MAGN;MSTT;PHST;VSMO;MTLR;MTLRP;AKRN;NKNC;NKNCP;BSPB;NMTP;SVAV;MSRS;TGKA;OGKB;TAER;MSNG;PRTK;AVAZ;AVAZP;OGKE;VZRZ;IRGZ;SYNG;VTGK;TGKD;RASP;KMAZ;TGKI;MRKC;HALS;MRKP;GAZA;FESH;LSNG;LSNGP;UNAC;MFGSP;VRPH;MSSB;UTAR;CHZN;VRAO;KOGK;LNZL;LNZLP;MRKU;ARMD;KBTK;MRKV;RBCM;MRKY;TGKE;GRAZ;TGKF;APTK;ISKJ;BLNG
2014-06-24,GAZP;LKOH;SBER;SBERP;MGNT;SNGS;SNGSP;GMKN;NVTK;ROSN;MTSS;VTBR;TATN;TATNP;AFKS;TRNFP;URKA;MFON;BANE;BANEP;HYDR;ALRS;RTKM;RTKMP;POLY;MOEX;CHMF;NLMK;EONR;PHOR;RUALR;TRMK;LSRG;PIKK;AFLT;MVID;IRAO;DIXY;FEES;GCHE;RSTI;RSTIP;MAGN;MSTT;PHST;VSMO;MTLR;MTLRP;AKRN;NKNC;NKNCP;BSPB;NMTP;SVAV;MSRS;TGKA;OGKB;TAER;MSNG;PRTK;AVAZ;AVAZP;OGKE;VZRZ;IRGZ;SYNG;VTGK;TGKD;RASP;KMAZ;TGKI;MRKC;HALS;MRKP;GAZA;FESH;LSNG;LSNGP;UNAC;MFGSP;VRPH;MSSB;UTAR;CHZN;VRAO;KOGK;LNZL;LNZLP;MRKU;ARMD;KBTK;MRKV;RBCM;MRKY;TGKE;GRAZ;TGKF;APTK;ISKJ;BLNG
2014-06-25,GAZP;LKOH;SBER;SBERP;MGNT;SNGS;SNGSP;GMKN;NVTK;ROSN;MTSS;VTBR;TATN;TATNP;AFKS;TRNFP;URKA;MFON;BANE;BANEP;HYDR;ALRS;RTKM;RTKMP;POLY;MOEX;CHMF;NLMK;EONR;PHOR;RUALR;TRMK;LSRG;PIKK;AFLT;MVID;IRAO;DIXY;FEES;GCHE;RSTI;RSTIP;MAGN;MSTT;PHST;VSMO;MTLR;MTLRP;AKRN;NKNC;NKNCP;BSPB;NMTP;SVAV;MSRS;TGKA;OGKB;TAER;MSNG;PRTK;AVAZ;AVAZP;OGKE;VZRZ;IRGZ;SYNG;VTGK;TGKD;RASP;KMAZ;TGKI;MRKC;HALS;MRKP;GAZA;FESH;LSNG;LSNGP;UNAC;MFGSP;VRPH;MSSB;UTAR;CHZN;VRAO;KOGK;LNZL;LNZLP;MRKU;ARMD;KBTK;MRKV;RBCM;MRKY;TGKE;GRAZ;TGKF;APTK;ISKJ;BLNG
2014-06-26,GAZP;LKOH;SBER;SBERP;MGNT;SNGS;SNGSP;GMKN;NVTK;ROSN;MTSS;VTBR;TATN;TATNP;AFKS;TRNFP;URKA;MFON;BANE;BANEP;HYDR;ALRS;RTKM;RTKMP;POLY;MOEX;CHMF;NLMK;EONR;PHOR;RUALR;TRMK;LSRG;PIKK;AFLT;MVID;IRAO;DIXY;FEES;GCHE;RSTI;RSTIP;MAGN;MSTT;PHST;VSMO;MTLR;MTLRP;AKRN;NKNC;NKNCP;BSPB;NMTP;SVAV;MSRS;TGKA;OGKB;TAER;MSNG;PRTK;AVAZ;AVAZP;OGKE;VZRZ;IRGZ;SYNG;VTGK;TGKD;RASP;KMAZ;TGKI;MRKC;HALS;MRKP;GAZA;FESH;LSNG;LSNGP;UNAC;MFGSP;VRPH;MSSB;UTAR;CHZN;VRAO;KOGK;LNZL;LNZLP;MRKU;ARMD;KBTK;MRKV;RBCM;MRKY;TGKE;GRAZ;TGKF;APTK;ISKJ;BLNG
2014-06-27,GAZP;LKOH;SBER;SBERP;MGNT;SNGS;SNGSP;GMKN;NVTK;ROSN;MTSS;VTBR;TATN;TATNP;AFKS;TRNFP;URKA;MFON;BANE;BANEP;HYDR;ALRS;RTKM;RTKMP;POLY;MOEX;CHMF;NLMK;EONR;PHOR;RUALR;TRMK;LSRG;PIKK;AFLT;MVID;IRAO;DIXY;FEES;GCHE;RSTI;RSTIP;MAGN;MSTT;PHST;VSMO;MTLR;MTLRP;AKRN;NKNC;NKNCP;BSPB;NMTP;SVAV;MSRS;TGKA;OGKB;TAER;MSNG;PRTK;AVAZ;AVAZP;OGKE;VZRZ;IRGZ;SYNG;VTGK;TGKD;RASP;KMAZ;TGKI;MRKC;HALS;MRKP;GAZA;FESH;LSNG;LSNGP;UNAC;MFGSP;VRPH;MSSB;UTAR;CHZN;VRAO;KOGK;LNZL;LNZLP;MRKU;ARMD;KBTK;MRKV;RBCM;MRKY;TGKE;GRAZ;TGKF;APTK;ISKJ;BLNG
