date,tickers
2015-05-15,GAZP;LKOH;SBER;SBERP;MGNT;GMKN;SNGS;SNGSP;NVTK;VTBR;ROSN;MTSS;TATN;TATNP;TRNFP;URKA;CHMF;ALRS;MOEX;MFON;HYDR;YNDX;RTKM;RTKMP;RUALR;NLMK;AFKS;PGIL;POLY;BANE;BANEP;PHOR;PIKK;EONR;MAGN;FEES;LSRG;DIXY;GCHE;IRAO;MTLR;MTLRP;PHST;AKRN;RSTI;RSTIP;AFLT;TRMK;MVID;VSMO;NKNC;NKNCP;MSTT;TAER;SVAV;KZOS;RASP;BSPB;AVAZ;AVAZP;MSRS;NMTP;MSNG;PRTK;TGKA;OGKB;CHZN;VZRZ;ENRU;KRSG;IRGZ;MRKC;MFGSP;UNAC;DGBZP;DVEC;MRKP;MSSB;VTGK;FESH;JNOSP;KOGK;LSNG;LSNGP;TGKD;MRKU;VRAO;KBTK;MRKV;LNZL;LNZLP;RBCM;UTAR;AQUA;GRAZ;MRKY;AMEZ;ARMD;APTK;BLNG
2015-05-16,GAZP;LKOH;SBER;SBERP;MGNT;GMKN;SNGS;SNGSP;NVTK;VTBR;ROSN;MTSS;TATN;TATNP;TRNFP;URKA;CHMF;ALRS;MOEX;MFON;HYDR;YNDX;RTKM;RTKMP;RUALR;NLMK;AFKS;PGIL;POLY;BANE;BANEP;PHOR;PIKK;EONR;MAGN;FEES;LSRG;DIXY;GCHE;IRAO;MTLR;MTLRP;PHST;AKRN;RSTI;RSTIP;AFLT;TRMK;MVID;VSMO;NKNC;NKNCP;MSTT;TAER;SVAV;KZOS;RASP;BSPB;AVAZ;AVAZP;MSRS;NMTP;MSNG;PRTK;TGKA;OGKB;CHZN;VZRZ;ENRU;KRSG;IRGZ;MRKC;MFGSP;UNAC;DGBZP;DVEC;MRKP;MSSB;VTGK;FESH;JNOSP;KOGK;LSNG;LSNGP;TGKD;MRKU;VRAO;KBTK;MRKV;LNZL;LNZLP;RBCM;UTAR;AQUA;GRAZ;MRKY;AMEZ;ARMD;APTK;BLNG
2015-05-17,GAZP;LKOH;SBER;SBERP;MGNT;GMKN;SNGS;SNGSP;NVTK;VTBR;ROSN;MTSS;TATN;TATNP;TRNFP;URKA;CHMF;ALRS;MOEX;MFON;HYDR;YNDX;RTKM;RTKMP;RUALR;NLMK;AFKS;PGIL;POLY;BANE;BANEP;PHOR;PIKK;EONR;MAGN;FEES;LSRG;DIXY;GCHE;IRAO;MTLR;MTLRP;PHST;AKRN;RSTI;RSTIP;AFLT;TRMK;MVID;VSMO;NKNC;NKNCP;MSTT;TAER;SVAV;KZOS;RASP;BSPB;AVAZ;AVAZP;MSRS;NMTP;MSNG;PRTK;TGKA;OGKB;CHZN;VZRZ;ENRU;KRSG;IRGZ;MRKC;MFGSP;UNAC;DGBZP;DVEC;MRKP;MSSB;VTGK;FESH;JNOSP;KOGK;LSNG;LSNGP;TGKD;MRKU;VRAO;KBTK;MRKV;LNZL;LNZLP;RBCM;UTAR;AQUA;GRAZ;MRKY;AMEZ;ARMD;APTK;BLNG
2015-05-18,GAZP;LKOH;SBER;SBERP;MGNT;GMKN;SNGS;SNGSP;NVTK;VTBR;ROSN;MTSS;TATN;TATNP;TRNFP;URKA;CHMF;ALRS;MOEX;MFON;HYDR;YNDX;RTKM;RTKMP;RUALR;NLMK;AFKS;PGIL;POLY;BANE;BANEP;PHOR;PIKK;EONR;MAGN;FEES;LSRG;DIXY;GCHE;IRAO;MTLR;MTLRP;PHST;AKRN;RSTI;RSTIP;AFLT;TRMK;MVID;VSMO;NKNC;NKNCP;MSTT;TAER;SVAV;KZOS;RASP;BSPB;AVAZ;AVAZP;MSRS;NMTP;MSNG;PRTK;TGKA;OGKB;CHZN;VZRZ;ENRU;KRSG;IRGZ;MRKC;MFGSP;UNAC;DGBZP;DVEC;MRKP;MSSB;VTGK;FESH;JNOSP;KOGK;LSNG;LSNGP;TGKD;MRKU;VRAO;KBTK;MRKV;LNZL;LNZLP;RBCM;UTAR;AQUA;GRAZ;MRKY;AMEZ;ARMD;APTK;BLNG
2015-05-19,GAZP;LKOH;SBER;SBERP;MGNT;GMKN;SNGS;SNGSP;NVTK;VTBR;ROSN;MTSS;TATN;TATNP;TRNFP;URKA;CHMF;ALRS;MOEX;MFON;HYDR;YNDX;RTKM;RTKMP;RUALR;NLMK;AFKS;PGIL;POLY;BANE;BANEP;PHOR;PIKK;EONR;MAGN;FEES;LSRG;DIXY;GCHE;IRAO;MTLR;MTLRP;PHST;AKRN;RSTI;RSTIP;AFLT;TRMK;MVID;VSMO;NKNC;NKNCP;MSTT;TAER;SVAV;KZOS;RASP;BSPB;AVAZ;AVAZP;MSRS;NMTP;MSNG;PRTK;TGKA;OGKB;CHZN;VZRZ;ENRU;KRSG;IRGZ;MRKC;MFGSP;UNAC;DGBZP;DVEC;MRKP;MSSB;VTGK;FESH;JNOSP;KOGK;LSNG;LSNGP;TGKD;MRKU;VRAO;KBTK;MRKV;LNZL;LNZLP;RBCM;UTAR;AQUA;GRAZ;MRKY;AMEZ;ARMD;APTK;BLNG
2015-05-20,GAZP;LKOH;SBER;SBERP;MGNT;GMKN;SNGS;SNGSP;NVTK;VTBR;ROSN;MTSS;TATN;TATNP;TRNFP;URKA;CHMF;ALRS;MOEX;MFON;HYDR;YNDX;RTKM;RTKMP;RUALR;NLMK;AFKS;PGIL;POLY;BANE;BANEP;PHOR;PIKK;EONR;MAGN;FEES;LSRG;DIXY;GCHE;IRAO;MTLR;MTLRP;PHST;AKRN;RSTI;RSTIP;AFLT;TRMK;MVID;VSMO;NKNC;NKNCP;MSTT;TAER;SVAV;KZOS;RASP;BSPB;AVAZ;AVAZP;MSRS;NMTP;MSNG;PRTK;TGKA;OGKB;CHZN;VZRZ;ENRU;KRSG;IRGZ;MRKC;MFGSP;UNAC;DGBZP;DVEC;MRKP;MSSB;VTGK;FESH;JNOSP;KOGK;LSNG;LSNGP;TGKD;MRKU;VRAO;KBTK;MRKV;LNZL;LNZLP;RBCM;UTAR;AQUA;GRAZ;MRKY;AMEZ;ARMD;APTK;BLNG
2015-05-21,GAZP;LKOH;SBER;SBERP;MGNT;GMKN;SNGS;SNGSP;NVTK;VTBR;ROSN;MTSS;TATN;TATNP;TRNFP;URKA;CHMF;ALRS;MOEX;MFON;HYDR;YNDX;RTKM;RTKMP;RUALR;NLMK;AFKS;PGIL;POLY;BANE;BANEP;PHOR;PIKK;EONR;MAGN;FEES;LSRG;DIXY;GCHE;IRAO;MTLR;MTLRP;PHST;AKRN;RSTI;RSTIP;AFLT;TRMK;MVID;VSMO;NKNC;NKNCP;MSTT;TAER;SVAV;KZOS;RASP;BSPB;AVAZ;AVAZP;MSRS;NMTP;MSNG;PRTK;TGKA;OGKB;CHZN;VZRZ;ENRU;KRSG;IRGZ;MRKC;MFGSP;UNAC;DGBZP;DVEC;MRKP;MSSB;VTGK;FESH;JNOSP;KOGK;LSNG;LSNGP;TGKD;MRKU;VRAO;KBTK;MRKV;LNZL;LNZLP;RBCM;UTAR;AQUA;GRAZ;MRKY;AMEZ;ARMD;APTK;BLNG
2015-05-22,GAZP;LKOH;SBER;SBERP;MGNT;GMKN;SNGS;SNGSP;NVTK;VTBR;ROSN;MTSS;TATN;TATNP;TRNFP;URKA;CHMF;ALRS;MOEX;MFON;HYDR;YNDX;RTKM;RTKMP;RUALR;NLMK;AFKS;PGIL;POLY;BANE;BANEP;PHOR;PIKK;EONR;MAGN;FEES;LSRG;DIXY;GCHE;IRAO;MTLR;MTLRP;PHST;AKRN;RSTI;RSTIP;AFLT;TRMK;MVID;VSMO;NKNC;NKNCP;MSTT;TAER;SVAV;KZOS;RASP;BSPB;AVAZ;AVAZP;MSRS;NMTP;MSNG;PRTK;TGKA;OGKB;CHZN;VZRZ;ENRU;KRSG;IRGZ;MRKC;MFGSP;UNAC;DGBZP;DVEC;MRKP;MSSB;VTGK;FESH;JNOSP;KOGK;LSNG;LSNGP;TGKD;MRKU;VRAO;KBTK;MRKV;LNZL;LNZLP;RBCM;UTAR;AQUA;GRAZ;MRKY;AMEZ;ARMD;APTK;BLNG
2015-05-23,GAZP;LKOH;SBER;SBERP;MGNT;GMKN;SNGS;SNGSP;NVTK;VTBR;ROSN;MTSS;TATN;TATNP;TRNFP;URKA;CHMF;ALRS;MOEX;MFON;HYDR;YNDX;RTKM;RTKMP;RUALR;NLMK;AFKS;PGIL;POLY;BANE;BANEP;PHOR;PIKK;EONR;MAGN;FEES;LSRG;DIXY;GCHE;IRAO;MTLR;MTLRP;PHST;AKRN;RSTI;RSTIP;AFLT;TRMK;MVID;VSMO;NKNC;NKNCP;MSTT;TAER;SVAV;KZOS;RASP;BSPB;AVAZ;AVAZP;MSRS;NMTP;MSNG;PRTK;TGKA;OGKB;CHZN;VZRZ;ENRU;KRSG;IRGZ;MRKC;MFGSP;UNAC;DGBZP;DVEC;MRKP;MSSB;VTGK;FESH;JNOSP;KOGK;LSNG;LSNGP;TGKD;MRKU;VRAO;KBTK;MRKV;LNZL;LNZLP;RBCM;UTAR;AQUA;GRAZ;MRKY;AMEZ;ARMD;APTK;BLNG
2015-05-24,GAZP;LKOH;SBER;SBERP;MGNT;GMKN;SNGS;SNGSP;NVTK;VTBR;ROSN;MTSS;TATN;TATNP;TRNFP;URKA;CHMF;ALRS;MOEX;MFON;HYDR;YNDX;RTKM;RTKMP;RUALR;NLMK;AFKS;PGIL;POLY;BANE;BANEP;PHOR;PIKK;EONR;MAGN;FEES;LSRG;DIXY;GCHE;IRAO;MTLR;MTLRP;PHST;AKRN;RSTI;RSTIP;AFLT;TRMK;MVID;VSMO;NKNC;NKNCP;MSTT;TAER;SVAV;KZOS;RASP;BSPB;AVAZ;AVAZP;MSRS;NMTP;MSNG;PRTK;TGKA;OGKB;CHZN;VZRZ;ENRU;KRSG;IRGZ;MRKC;MFGSP;UNAC;DGBZP;DVEC;MRKP;MSSB;VTGK;FESH;JNOSP;KOGK;LSNG;LSNGP;TGKD;MRKU;VRAO;KBTK;MRKV;LNZL;LNZLP;RBCM;UTAR;AQUA;GRAZ;MRKY;AMEZ;ARMD;APTK;BLNG
2015-05-25,GAZP;LKOH;SBER;SBERP;MGNT;GMKN;SNGS;SNGSP;NVTK;VTBR;ROSN;MTSS;TATN;TATNP;TRNFP;URKA;CHMF;ALRS;MOEX;MFON;HYDR;YNDX;RTKM;RTKMP;RUALR;NLMK;AFKS;PGIL;POLY;BANE;BANEP;PHOR;PIKK;EONR;MAGN;FEES;LSRG;DIXY;GCHE;IRAO;MTLR;MTLRP;PHST;AKRN;RSTI;RSTIP;AFLT;TRMK;MVID;VSMO;NKNC;NKNCP;MSTT;TAER;SVAV;KZOS;RASP;BSPB;AVAZ;AVAZP;MSRS;NMTP;MSNG;PRTK;TGKA;OGKB;CHZN;VZRZ;ENRU;KRSG;IRGZ;MRKC;MFGSP;UNAC;DGBZP;DVEC;MRKP;MSSB;VTGK;FESH;JNOSP;KOGK;LSNG;LSNGP;TGKD;MRKU;VRAO;KBTK;MRKV;LNZL;LNZLP;RBCM;UTAR;AQUA;GRAZ;MRKY;AMEZ;ARMD;APTK;BLNG
2015-05-26,GAZP;LKOH;SBER;SBERP;MGNT;GMKN;SNGS;SNGSP;NVTK;VTBR;ROSN;MTSS;TATN;TATNP;TRNFP;URKA;CHMF;ALRS;MOEX;MFON;HYDR;YNDX;RTKM;RTKMP;RUALR;NLMK;AFKS;PGIL;POLY;BANE;BANEP;PHOR;PIKK;EONR;MAGN;FEES;LSRG;DIXY;GCHE;IRAO;MTLR;MTLRP;PHST;AKRN;RSTI;RSTIP;AFLT;TRMK;MVID;VSMO;NKNC;NKNCP;MSTT;TAER;SVAV;KZOS;RASP;BSPB;AVAZ;AVAZP;MSRS;NMTP;MSNG;PRTK;TGKA;OGKB;CHZN;VZRZ;ENRU;KRSG;IRGZ;MRKC;MFGSP;UNAC;DGBZP;DVEC;MRKP;MSSB;VTGK;FESH;JNOSP;KOGK;LSNG;LSNGP;TGKD;MRKU;VRAO;KBTK;MRKV;LNZL;LNZLP;RBCM;UTAR;AQUA;GRAZ;MRKY;AMEZ;ARMD;APTK;BLNG
2015-05-27,GAZP;LKOH;SBER;SBERP;MGNT;GMKN;SNGS;SNGSP;NVTK;VTBR;ROSN;MTSS;TATN;TATNP;TRNFP;URKA;CHMF;ALRS;MOEX;MFON;HYDR;YNDX;RTKM;RTKMP;RUALR;NLMK;AFKS;PGIL;POLY;BANE;BANEP;PHOR;PIKK;EONR;MAGN;FEES;LSRG;DIXY;GCHE;IRAO;MTLR;MTLRP;PHST;AKRN;RSTI;RSTIP;AFLT;TRMK;MVID;VSMO;NKNC;NKNCP;MSTT;TAER;SVAV;KZOS;RASP;BSPB;AVAZ;AVAZP;MSRS;NMTP;MSNG;PRTK;TGKA;OGKB;CHZN;VZRZ;ENRU;KRSG;IRGZ;MRKC;MFGSP;UNAC;DGBZP;DVEC;MRKP;MSSB;VTGK;FESH;JNOSP;KOGK;LSNG;LSNGP;TGKD;MRKU;VRAO;KBTK;MRKV;LNZL;LNZLP;RBCM;UTAR;AQUA;GRAZ;MRKY;AMEZ;ARMD;APTK;BLNG
2015-05-28,GAZP;LKOH;SBER;SBERP;MGNT;GMKN;SNGS;SNGSP;NVTK;VTBR;ROSN;MTSS;TATN;TATNP;TRNFP;URKA;CHMF;ALRS;MOEX;MFON;HYDR;YNDX;RTKM;RTKMP;RUALR;NLMK;AFKS;PGIL;POLY;BANE;BANEP;PHOR;PIKK;EONR;MAGN;FEES;LSRG;DIXY;GCHE;IRAO;MTLR;MTLRP;PHST;AKRN;RSTI;RSTIP;AFLT;TRMK;MVID;VSMO;NKNC;NKNCP;MSTT;TAER;SVAV;KZOS;RASP;BSPB;AVAZ;AVAZP;MSRS;NMTP;MSNG;PRTK;TGKA;OGKB;CHZN;VZRZ;ENRU;KRSG;IRGZ;MRKC;MFGSP;UNAC;DGBZP;DVEC;MRKP;MSSB;VTGK;FESH;JNOSP;KOGK;LSNG;LSNGP;TGKD;MRKU;VRAO;KBTK;MRKV;LNZL;LNZLP;RBCM;UTAR;AQUA;GRAZ;MRKY;AMEZ;ARMD;APTK;BLNG
2015-05-29,GAZP;LKOH;SBER;SBERP;MGNT;GMKN;SNGS;SNGSP;NVTK;VTBR;ROSN;MTSS;TATN;TATNP;TRNFP;URKA;CHMF;ALRS;MOEX;MFON;HYDR;YNDX;RTKM;RTKMP;RUALR;NLMK;AFKS;PGIL;POLY;BANE;BANEP;PHOR;PIKK;EONR;MAGN;FEES;LSRG;DIXY;GCHE;IRAO;MTLR;MTLRP;PHST;AKRN;RSTI;RSTIP;AFLT;TRMK;MVID;VSMO;NKNC;NKNCP;MSTT;TAER;SVAV;KZOS;RASP;BSPB;AVAZ;AVAZP;MSRS;NMTP;MSNG;PRTK;TGKA;OGKB;CHZN;VZRZ;ENRU;KRSG;IRGZ;MRKC;MFGSP;UNAC;DGBZP;DVEC;MRKP;MSSB;VTGK;FESH;JNOSP;KOGK;LSNG;LSNGP;TGKD;MRKU;VRAO;KBTK;MRKV;LNZL;LNZLP;RBCM;UTAR;AQUA;GRAZ;MRKY;AMEZ;ARMD;APTK;BLNG
2015-05-30,GAZP;LKOH;SBER;SBERP;MGNT;GMKN;SNGS;SNGSP;NVTK;VTBR;ROSN;MTSS;TATN;TATNP;TRNFP;URKA;CHMF;ALRS;MOEX;MFON;HYDR;YNDX;RTKM;RTKMP;RUALR;NLMK;AFKS;PGIL;POLY;BANE;BANEP;PHOR;PIKK;EONR;MAGN;FEES;LSRG;DIXY;GCHE;IRAO;MTLR;MTLRP;PHST;AKRN;RSTI;RSTIP;AFLT;TRMK;MVID;VSMO;NKNC;NKNCP;MSTT;TAER;SVAV;KZOS;RASP;BSPB;AVAZ;AVAZP;MSRS;NMTP;MSNG;PRTK;TGKA;OGKB;CHZN;VZRZ;ENRU;KRSG;IRGZ;MRKC;MFGSP;UNAC;DGBZP;DVEC;MRKP;MSSB;VTGK;FESH;JNOSP;KOGK;LSNG;LSNGP;TGKD;MRKU;VRAO;KBTK;MRKV;LNZL;LNZLP;RBCM;UTAR;AQUA;GRAZ;MRKY;AMEZ;ARMD;APTK;BLNG
2015-05-31,GAZP;LKOH;SBER;SBERP;MGNT;GMKN;SNGS;SNGSP;NVTK;VTBR;ROSN;MTSS;TATN;TATNP;TRNFP;URKA;CHMF;ALRS;MOEX;MFON;HYDR;YNDX;RTKM;RTKMP;RUALR;NLMK;AFKS;PGIL;POLY;BANE;BANEP;PHOR;PIKK;EONR;MAGN;FEES;LSRG;DIXY;GCHE;IRAO;MTLR;MTLRP;PHST;AKRN;RSTI;RSTIP;AFLT;TRMK;MVID;VSMO;NKNC;NKNCP;MSTT;TAER;SVAV;KZOS;RASP;BSPB;AVAZ;AVAZP;MSRS;NMTP;MSNG;PRTK;TGKA;OGKB;CHZN;VZRZ;ENRU;KRSG;IRGZ;MRKC;MFGSP;UNAC;DGBZP;DVEC;MRKP;MSSB;VTGK;FESH;JNOSP;KOGK;LSNG;LSNGP;TGKD;MRKU;VRAO;KBTK;MRKV;LNZL;LNZLP;RBCM;UTAR;AQUA;GRAZ;MRKY;AMEZ;ARMD;APTK;BLNG
2015-06-01,GAZP;LKOH;SBER;SBERP;MGNT;GMKN;SNGS;SNGSP;NVTK;VTBR;ROSN;MTSS;TATN;TATNP;TRNFP;URKA;CHMF;ALRS;MOEX;MFON;HYDR;YNDX;RTKM;RTKMP;RUALR;NLMK;AFKS;PGIL;POLY;BANE;BANEP;PHOR;PIKK;EONR;MAGN;FEES;LSRG;DIXY;GCHE;IRAO;MTLR;MTLRP;PHST;AKRN;RSTI;RSTIP;AFLT;TRMK;MVID;VSMO;NKNC;NKNCP;MSTT;TAER;SVAV;KZOS;RASP;BSPB;AVAZ;AVAZP;MSRS;NMTP;MSNG;PRTK;TGKA;OGKB;CHZN;VZRZ;ENRU;KRSG;IRGZ;MRKC;MFGSP;UNAC;DGBZP;DVEC;MRKP;MSSB;VTGK;FESH;JNOSP;KOGK;LSNG;LSNGP;TGKD;MRKU;VRAO;KBTK;MRKV;LNZL;LNZLP;RBCM;UTAR;AQUA;GRAZ;MRKY;AMEZ;ARMD;APTK;BLNG
2015-06-02,GAZP;LKOH;SBER;SBERP;MGNT;GMKN;SNGS;SNGSP;NVTK;VTBR;ROSN;MTSS;TATN;TATNP;TRNFP;URKA;CHMF;ALRS;MOEX;MFON;HYDR;YNDX;RTKM;RTKMP;RUALR;NLMK;AFKS;PGIL;POLY;BANE;BANEP;PHOR;PIKK;EONR;MAGN;FEES;LSRG;DIXY;GCHE;IRAO;MTLR;MTLRP;PHST;AKRN;RSTI;RSTIP;AFLT;TRMK;MVID;VSMO;NKNC;NKNCP;MSTT;TAER;SVAV;KZOS;RASP;BSPB;AVAZ;AVAZP;MSRS;NMTP;MSNG;PRTK;TGKA;OGKB;CHZN;VZRZ;ENRU;KRSG;IRGZ;MRKC;MFGSP;UNAC;DGBZP;DVEC;MRKP;MSSB;VTGK;FESH;JNOSP;KOGK;LSNG;LSNGP;TGKD;MRKU;VRAO;KBTK;MRKV;LNZL;LNZLP;RBCM;UTAR;AQUA;GRAZ;MRKY;AMEZ;ARMD;APTK;BLNG
2015-06-03,GAZP;LKOH;SBER;SBERP;MGNT;GMKN;SNGS;SNGSP;NVTK;VTBR;ROSN;MTSS;TATN;TATNP;TRNFP;URKA;CHMF;ALRS;MOEX;MFON;HYDR;YNDX;RTKM;RTKMP;RUALR;NLMK;AFKS;PGIL;POLY;BANE;BANEP;PHOR;PIKK;EONR;MAGN;FEES;LSRG;DIXY;GCHE;IRAO;MTLR;MTLRP;PHST;AKRN;RSTI;RSTIP;AFLT;TRMK;MVID;VSMO;NKNC;NKNCP;MSTT;TAER;SVAV;KZOS;RASP;BSPB;AVAZ;AVAZP;MSRS;NMTP;MSNG;PRTK;TGKA;OGKB;CHZN;VZRZ;ENRU;KRSG;IRGZ;MRKC;MFGSP;UNAC;DGBZP;DVEC;MRKP;MSSB;VTGK;FESH;JNOSP;KOGK;LSNG;LSNGP;TGKD;MRKU;VRAO;KBTK;MRKV;LNZL;LNZLP;RBCM;UTAR;AQUA;GRAZ;MRKY;AMEZ;ARMD;APTK;BLNG
2015-06-04,GAZP;LKOH;SBER;SBERP;MGNT;GMKN;SNGS;SNGSP;NVTK;VTBR;ROSN;MTSS;TATN;TATNP;TRNFP;URKA;CHMF;ALRS;MOEX;MFON;HYDR;YNDX;RTKM;RTKMP;RUALR;NLMK;AFKS;PGIL;POLY;BANE;BANEP;PHOR;PIKK;EONR;MAGN;FEES;LSRG;DIXY;GCHE;IRAO;MTLR;MTLRP;PHST;AKRN;RSTI;RSTIP;AFLT;TRMK;MVID;VSMO;NKNC;NKNCP;MSTT;TAER;SVAV;KZOS;RASP;BSPB;AVAZ;AVAZP;MSRS;NMTP;MSNG;PRTK;TGKA;OGKB;CHZN;VZRZ;ENRU;KRSG;IRGZ;MRKC;MFGSP;UNAC;DGBZP;DVEC;MRKP;MSSB;VTGK;FESH;JNOSP;KOGK;LSNG;LSNGP;TGKD;MRKU;VRAO;KBTK;MRKV;LNZL;LNZLP;RBCM;UTAR;AQUA;GRAZ;MRKY;AMEZ;ARMD;APTK;BLNG
2015-06-05,GAZP;LKOH;SBER;SBERP;MGNT;GMKN;SNGS;SNGSP;NVTK;VTBR;ROSN;MTSS;TATN;TATNP;TRNFP;URKA;CHMF;ALRS;MOEX;MFON;HYDR;YNDX;RTKM;RTKMP;RUALR;NLMK;AFKS;PGIL;POLY;BANE;BANEP;PHOR;PIKK;EONR;MAGN;FEES;LSRG;DIXY;GCHE;IRAO;MTLR;MTLRP;PHST;AKRN;RSTI;RSTIP;AFLT;TRMK;MVID;VSMO;NKNC;NKNCP;MSTT;TAER;SVAV;KZOS;RASP;BSPB;AVAZ;AVAZP;MSRS;NMTP;MSNG;PRTK;TGKA;OGKB;CHZN;VZRZ;ENRU;KRSG;IRGZ;MRKC;MFGSP;UNAC;DGBZP;DVEC;MRKP;MSSB;VTGK;FESH;JNOSP;KOGK;LSNG;LSNGP;TGKD;MRKU;VRAO;KBTK;MRKV;LNZL;LNZLP;RBCM;UTAR;AQUA;GRAZ;MRKY;AMEZ;ARMD;APTK;BLNG
2015-06-06,GAZP;LKOH;SBER;SBERP;MGNT;GMKN;SNGS;SNGSP;NVTK;VTBR;ROSN;MTSS;TATN;TATNP;TRNFP;URKA;CHMF;ALRS;MOEX;MFON;HYDR;YNDX;RTKM;RTKMP;RUALR;NLMK;AFKS;PGIL;POLY;BANE;BANEP;PHOR;PIKK;EONR;MAGN;FEES;LSRG;DIXY;GCHE;IRAO;MTLR;MTLRP;PHST;AKRN;RSTI;RSTIP;AFLT;TRMK;MVID;VSMO;NKNC;NKNCP;MSTT;TAER;SVAV;KZOS;RASP;BSPB;AVAZ;AVAZP;MSRS;NMTP;MSNG;PRTK;TGKA;OGKB;CHZN;VZRZ;ENRU;KRSG;IRGZ;MRKC;MFGSP;UNAC;DGBZP;DVEC;MRKP;MSSB;VTGK;FESH;JNOSP;KOGK;LSNG;LSNGP;TGKD;MRKU;VRAO;KBTK;MRKV;LNZL;LNZLP;RBCM;UTAR;AQUA;GRAZ;MRKY;AMEZ;ARMD;APTK;BLNG
2015-06-07,GAZP;LKOH;SBER;SBERP;MGNT;GMKN;SNGS;SNGSP;NVTK;VTBR;ROSN;MTSS;TATN;TATNP;TRNFP;URKA;CHMF;ALRS;MOEX;MFON;HYDR;YNDX;RTKM;RTKMP;RUALR;NLMK;AFKS;PGIL;POLY;BANE;BANEP;PHOR;PIKK;EONR;MAGN;FEES;LSRG;DIXY;GCHE;IRAO;MTLR;MTLRP;PHST;AKRN;RSTI;RSTIP;AFLT;TRMK;MVID;VSMO;NKNC;NKNCP;MSTT;TAER;SVAV;KZOS;RASP;BSPB;AVAZ;AVAZP;MSRS;NMTP;MSNG;PRTK;TGKA;OGKB;CHZN;VZRZ;ENRU;KRSG;IRGZ;MRKC;MFGSP;UNAC;DGBZP;DVEC;MRKP;MSSB;VTGK;FESH;JNOSP;KOGK;LSNG;LSNGP;TGKD;MRKU;VRAO;KBTK;MRKV;LNZL;LNZLP;RBCM;UTAR;AQUA;GRAZ;MRKY;AMEZ;ARMD;APTK;BLNG
2015-06-08,GAZP;LKOH;SBER;SBERP;MGNT;GMKN;SNGS;SNGSP;NVTK;VTBR;ROSN;MTSS;TATN;TATNP;TRNFP;URKA;CHMF;ALRS;MOEX;MFON;HYDR;YNDX;RTKM;RTKMP;RUALR;NLMK;AFKS;PGIL;POLY;BANE;BANEP;PHOR;PIKK;EONR;MAGN;FEES;LSRG;DIXY;GCHE;IRAO;MTLR;MTLRP;PHST;AKRN;RSTI;RSTIP;AFLT;TRMK;MVID;VSMO;NKNC;NKNCP;MSTT;TAER;SVAV;KZOS;RASP;BSPB;AVAZ;AVAZP;MSRS;NMTP;MSNG;PRTK;TGKA;OGKB;CHZN;VZRZ;ENRU;KRSG;IRGZ;MRKC;MFGSP;UNAC;DGBZP;DVEC;MRKP;MSSB;VTGK;FESH;JNOSP;KOGK;LSNG;LSNGP;TGKD;MRKU;VRAO;KBTK;MRKV;LNZL;LNZLP;RBCM;UTAR;AQUA;GRAZ;MRKY;AMEZ;ARMD;APTK;BLNG
2015-06-09,GAZP;LKOH;SBER;SBERP;MGNT;GMKN;SNGS;SNGSP;NVTK;VTBR;ROSN;MTSS;TATN;TATNP;TRNFP;URKA;CHMF;ALRS;MOEX;MFON;HYDR;YNDX;RTKM;RTKMP;RUALR;NLMK;AFKS;PGIL;POLY;BANE;BANEP;PHOR;PIKK;EONR;MAGN;FEES;LSRG;DIXY;GCHE;IRAO;MTLR;MTLRP;PHST;AKRN;RSTI;RSTIP;AFLT;TRMK;MVID;VSMO;NKNC;NKNCP;MSTT;TAER;SVAV;KZOS;RASP;BSPB;AVAZ;AVAZP;MSRS;NMTP;MSNG;PRTK;TGKA;OGKB;CHZN;VZRZ;ENRU;KRSG;IRGZ;MRKC;MFGSP;UNAC;DGBZP;DVEC;MRKP;MSSB;VTGK;FESH;JNOSP;KOGK;LSNG;LSNGP;TGKD;MRKU;VRAO;KBTK;MRKV;LNZL;LNZLP;RBCM;UTAR;AQUA;GRAZ;MRKY;AMEZ;ARMD;APTK;BLNG
2015-06-10,GAZP;LKOH;SBER;SBERP;MGNT;GMKN;SNGS;SNGSP;NVTK;VTBR;ROSN;MTSS;TATN;TATNP;TRNFP;URKA;CHMF;ALRS;MOEX;MFON;HYDR;YNDX;RTKM;RTKMP;RUALR;NLMK;AFKS;PGIL;POLY;BANE;BANEP;PHOR;PIKK;EONR;MAGN;FEES;LSRG;DIXY;GCHE;IRAO;MTLR;MTLRP;PHST;AKRN;RSTI;RSTIP;AFLT;TRMK;MVID;VSMO;NKNC;NKNCP;MSTT;TAER;SVAV;KZOS;RASP;BSPB;AVAZ;AVAZP;MSRS;NMTP;MSNG;PRTK;TGKA;OGKB;CHZN;VZRZ;ENRU;KRSG;IRGZ;MRKC;MFGSP;UNAC;DGBZP;DVEC;MRKP;MSSB;VTGK;FESH;JNOSP;KOGK;LSNG;LSNGP;TGKD;MRKU;VRAO;KBTK;MRKV;LNZL;LNZLP;RBCM;UTAR;AQUA;GRAZ;MRKY;AMEZ;ARMD;APTK;BLNG
